name,start_node,end_node,length_m,free_flow_speed_mps,jam_density,number_of_lanes,highway,oneway
tc_1596861576_681623165_0,1596861576,681623165,31.478831933419407,8.940800000000001,0.2,1,residential,False
tc_1596861578_1596861576_0,1596861578,1596861576,22.913500526548173,8.940800000000001,0.2,1,residential,False
tc_1596861578_1596861581_0,1596861578,1596861581,71.39891085706371,8.940800000000001,0.2,1,residential,False
tc_1596861578_1596861584_0,1596861578,1596861584,55.92594129267738,8.940800000000001,0.2,1,residential,False
tc_1596861581_1596861578_0,1596861581,1596861578,71.3989108570637,8.940800000000001,0.2,1,residential,False
tc_1596861584_1596861578_0,1596861584,1596861578,55.92594129267738,8.940800000000001,0.2,1,residential,False
tc_1596861584_1596861587_0,1596861584,1596861587,29.28166847393771,8.940800000000001,0.2,1,residential,False
tc_1596861584_243978948_0,1596861584,243978948,197.37467543366802,8.940800000000001,0.2,1,residential,False
tc_1596861587_1596861584_0,1596861587,1596861584,29.28166847393771,8.940800000000001,0.2,1,residential,False
tc_1596955265_357457027_0,1596955265,357457027,111.12322771749776,8.940800000000001,0.2,1,unclassified,False
tc_1596955265_702179448_0,1596955265,702179448,51.51302395621363,13.411200000000001,0.2,2,primary,False
tc_1596955265_863380318_0,1596955265,863380318,294.47107658894924,13.411200000000001,0.2,2,primary,False
tc_1596955287_1596955401_0,1596955287,1596955401,243.7761560557456,8.940800000000001,0.2,1,residential,False
tc_1596955287_507056618_0,1596955287,507056618,21.755890293481016,8.940800000000001,0.2,2,primary,False
tc_1596955287_75632252_0,1596955287,75632252,70.86972002358438,8.940800000000001,0.2,2,primary,False
tc_1596955352_1596955398_0,1596955352,1596955398,28.307366562993124,8.940800000000001,0.2,1,unclassified,False
tc_1596955352_357457027_0,1596955352,357457027,99.16057814048551,8.940800000000001,0.2,1,unclassified,False
tc_1596955398_1596955352_0,1596955398,1596955352,28.307366562993124,8.940800000000001,0.2,1,unclassified,False
tc_1596955398_1596955352_1,1596955398,1596955352,50.06323813656747,8.940800000000001,0.2,1,unclassified,True
tc_1596955401_1596955287_0,1596955401,1596955287,243.77615605574553,8.940800000000001,0.2,1,residential,False
tc_1596955401_1596955444_0,1596955401,1596955444,151.56377236526163,8.940800000000001,0.2,1,residential,False
tc_1596955401_1596955449_0,1596955401,1596955449,256.02458379176835,8.940800000000001,0.2,1,residential,False
tc_1596955444_1596955401_0,1596955444,1596955401,151.56377236526163,8.940800000000001,0.2,1,residential,False
tc_1596955449_1596955401_0,1596955449,1596955401,256.02458379176835,8.940800000000001,0.2,1,residential,False
tc_1596955449_1596955449_0,1596955449,1596955449,49.431783153666444,8.940800000000001,0.2,1,residential,False
tc_1596955449_1596955449_1,1596955449,1596955449,49.43178315366646,8.940800000000001,0.2,1,residential,False
tc_1596955497_357452771_0,1596955497,357452771,36.443664883384095,8.940800000000001,0.2,1,residential,False
tc_1596955526_1596955531_0,1596955526,1596955531,40.26904222978784,13.411200000000001,0.2,1,residential,False
tc_1596955531_1596955526_0,1596955531,1596955526,40.26904222978784,13.411200000000001,0.2,1,residential,False
tc_1596955531_1596955567_0,1596955531,1596955567,108.51203882035445,13.411200000000001,0.2,1,residential,False
tc_1596955531_3633343332_0,1596955531,3633343332,385.7245361314995,13.411200000000001,0.2,1,residential,False
tc_1596955533_1596955568_0,1596955533,1596955568,60.27106837655583,8.940800000000001,0.2,1,residential,False
tc_1596955537_1596955544_0,1596955537,1596955544,18.727672133670414,13.411200000000001,0.2,1,residential,False
tc_1596955544_1596955537_0,1596955544,1596955537,18.727672133670414,13.411200000000001,0.2,1,residential,False
tc_1596955544_1596955547_0,1596955544,1596955547,13.864647737312996,8.88888888888889,0.2,1,residential,False
tc_1596955544_1596955646_0,1596955544,1596955646,153.68809848375176,13.411200000000001,0.2,1,residential,False
tc_1596955547_1596955544_0,1596955547,1596955544,13.864647737312996,8.88888888888889,0.2,1,residential,False
tc_1596955549_1596955568_0,1596955549,1596955568,66.90568174417169,8.940800000000001,0.2,1,residential,False
tc_1596955549_1596955595_0,1596955549,1596955595,42.353678472394876,8.940800000000001,0.2,1,residential,False
tc_1596955549_863400534_0,1596955549,863400534,66.24304448612705,8.940800000000001,0.2,1,residential,False
tc_1596955567_1596955531_0,1596955567,1596955531,108.51203882035446,13.411200000000001,0.2,1,residential,False
tc_1596955568_1596955533_0,1596955568,1596955533,60.27106837655583,8.940800000000001,0.2,1,residential,False
tc_1596955568_1596955549_0,1596955568,1596955549,66.90568174417169,8.940800000000001,0.2,1,residential,False
tc_1596955568_270355627_0,1596955568,270355627,26.85517468484373,8.940800000000001,0.2,1,residential,False
tc_1596955593_1596955595_0,1596955593,1596955595,14.924594783371058,8.940800000000001,0.2,1,residential,False
tc_1596955595_1596955549_0,1596955595,1596955549,42.353678472394876,8.940800000000001,0.2,1,residential,False
tc_1596955595_1596955593_0,1596955595,1596955593,14.924594783371058,8.940800000000001,0.2,1,residential,False
tc_1596955595_6790317437_0,1596955595,6790317437,67.36262142423735,8.940800000000001,0.2,1,residential,False
tc_1596955602_270355622_0,1596955602,270355622,93.95835243753444,8.940800000000001,0.2,1,residential,False
tc_1596955602_270355627_0,1596955602,270355627,204.77088360770676,8.940800000000001,0.2,1,residential,False
tc_1596955602_339398129_0,1596955602,339398129,90.63104078818897,8.940800000000001,0.2,1,residential,False
tc_1596955608_1596955643_0,1596955608,1596955643,73.59245066385857,13.411200000000001,0.2,1,residential,False
tc_1596955639_1596955646_0,1596955639,1596955646,169.2191430210283,13.411200000000001,0.2,1,residential,False
tc_1596955639_190982225_0,1596955639,190982225,14.924352483815255,13.411200000000001,0.2,2,primary,False
tc_1596955639_3633077013_0,1596955639,3633077013,65.66685660937961,13.411200000000001,0.2,2,primary,False
tc_1596955643_1596955608_0,1596955643,1596955608,73.59245066385857,13.411200000000001,0.2,1,residential,False
tc_1596955643_1596955645_0,1596955643,1596955645,268.7219999661093,13.411200000000001,0.2,1,residential,False
tc_1596955643_1596955646_0,1596955643,1596955646,60.94579120695427,13.411200000000001,0.2,1,residential,False
tc_1596955645_1596955643_0,1596955645,1596955643,268.7219999661093,13.411200000000001,0.2,1,residential,False
tc_1596955646_1596955544_0,1596955646,1596955544,153.68809848375176,13.411200000000001,0.2,1,residential,False
tc_1596955646_1596955639_0,1596955646,1596955639,169.2191430210283,13.411200000000001,0.2,1,residential,False
tc_1596955646_1596955643_0,1596955646,1596955643,60.94579120695427,13.411200000000001,0.2,1,residential,False
tc_1596979128_324285229_0,1596979128,324285229,97.8472339539733,8.940800000000001,0.2,1,residential,False
tc_1596979148_324275172_0,1596979148,324275172,65.19098789307566,13.411200000000001,0.2,1,residential,False
tc_1596979148_863287125_0,1596979148,863287125,58.67109938025436,13.411200000000001,0.2,1,residential,False
tc_1596979148_863288643_0,1596979148,863288643,117.67009400740753,13.411200000000001,0.2,1,residential,False
tc_1598385340_324283489_0,1598385340,324283489,71.20330065113787,13.411200000000001,0.2,1,residential,False
tc_1598385355_324283489_0,1598385355,324283489,115.71494653237723,13.411200000000001,0.2,1,residential,False
tc_1598385355_7711200217_0,1598385355,7711200217,30.675570152841487,13.411200000000001,0.2,1,unclassified,True
tc_1600534156_324265842_0,1600534156,324265842,63.13594074093542,13.411200000000001,0.2,2,tertiary,False
tc_1600534451_1598385355_0,1600534451,1598385355,16.093446493136806,13.411200000000001,0.2,1,unclassified,True
tc_1604219936_1604219940_0,1604219936,1604219940,24.67179608166385,8.940800000000001,0.2,1,residential,False
tc_1604219936_683646460_0,1604219936,683646460,51.815196978165034,8.940800000000001,0.2,1,residential,False
tc_1604219936_683646462_0,1604219936,683646462,65.24215984365595,8.940800000000001,0.2,1,residential,False
tc_1604219940_1604219936_0,1604219940,1604219936,24.67179608166385,8.940800000000001,0.2,1,residential,False
tc_1745469555_3633027114_0,1745469555,3633027114,207.24555964965145,13.411200000000001,0.2,2,residential,False
tc_1828387830_7521619363_0,1828387830,7521619363,99.13027695004276,8.940800000000001,0.2,1,unclassified,False
tc_190531705_190531706_0,190531705,190531706,19.807330763075612,13.411200000000001,0.2,1,secondary,True
tc_190531705_687142645_0,190531705,687142645,208.76397106639948,13.411200000000001,0.2,2,secondary,False
tc_190531706_190531708_0,190531706,190531708,70.5551659460218,13.411200000000001,0.2,1,secondary,True
tc_190531706_807926254_0,190531706,807926254,17.17929211809727,13.411200000000001,0.2,1,residential,False
tc_190531708_190531710_0,190531708,190531710,14.075555330580231,13.411200000000001,0.2,2,secondary,False
tc_190531708_807926254_0,190531708,807926254,62.81726595001764,13.411200000000001,0.2,1,secondary,True
tc_190531710_190531708_0,190531710,190531708,14.075555330580231,13.411200000000001,0.2,2,secondary,False
tc_190531710_75632307_0,190531710,75632307,163.801732017532,13.411200000000001,0.2,1,residential,False
tc_190531710_863389466_0,190531710,863389466,18.674665799387398,13.411200000000001,0.2,2,secondary,False
tc_190531721_190531723_0,190531721,190531723,52.508060234218945,13.411200000000001,0.2,2,secondary,False
tc_190531721_75632310_0,190531721,75632310,42.678014551291646,13.411200000000001,0.2,2,secondary,False
tc_190531721_863392345_0,190531721,863392345,37.22040586285002,13.411200000000001,0.2,1,residential,False
tc_190531723_190531721_0,190531723,190531721,52.508060234218945,13.411200000000001,0.2,2,secondary,False
tc_190531723_190531724_0,190531723,190531724,57.34755222434122,13.411200000000001,0.2,2,secondary,False
tc_190531723_863404873_0,190531723,863404873,71.61811420508245,13.411200000000001,0.2,1,residential,False
tc_190531724_190531723_0,190531724,190531723,57.34755222434122,13.411200000000001,0.2,2,secondary,False
tc_190531724_863392638_0,190531724,863392638,42.16612866791466,13.411200000000001,0.2,1,residential,False
tc_190531724_863402420_0,190531724,863402420,25.874432373399387,13.411200000000001,0.2,2,secondary,False
tc_190531728_190531730_0,190531728,190531730,59.70743029532122,13.411200000000001,0.2,2,secondary,False
tc_190531728_863392866_0,190531728,863392866,59.37225857956631,13.411200000000001,0.2,1,residential,False
tc_190531728_863402420_0,190531728,863402420,21.48573222132217,13.411200000000001,0.2,2,secondary,False
tc_190531730_190531728_0,190531730,190531728,59.70743029532122,13.411200000000001,0.2,2,secondary,False
tc_190531730_190531733_0,190531730,190531733,47.95643373909937,13.411200000000001,0.2,2,secondary,False
tc_190531730_863403264_0,190531730,863403264,82.57769722501018,13.411200000000001,0.2,1,residential,False
tc_190531733_190531730_0,190531733,190531730,47.95643373909937,13.411200000000001,0.2,2,secondary,False
tc_190531733_863393261_0,190531733,863393261,52.0156595474447,13.411200000000001,0.2,1,residential,False
tc_190531733_863401606_0,190531733,863401606,48.100233233472764,13.411200000000001,0.2,2,secondary,False
tc_190531736_863394366_0,190531736,863394366,45.534253884491754,13.411200000000001,0.2,2,secondary,False
tc_190531736_863398069_0,190531736,863398069,41.09437757332556,13.411200000000001,0.2,2,secondary,False
tc_190531736_863400534_0,190531736,863400534,79.3433669125696,8.940800000000001,0.2,1,residential,False
tc_190546579_3631353179_0,190546579,3631353179,44.74670771771784,13.411200000000001,0.2,2,primary,False
tc_190546579_3633298359_0,190546579,3633298359,59.13514921404584,8.940800000000001,0.2,2,primary,False
tc_190546579_863290688_0,190546579,863290688,83.2699846362231,8.940800000000001,0.2,1,residential,False
tc_190546592_190546624_0,190546592,190546624,284.2915428310062,13.411200000000001,0.2,2,primary,False
tc_190546592_3631353179_0,190546592,3631353179,127.09561036590705,13.411200000000001,0.2,2,primary,False
tc_190546592_549304211_0,190546592,549304211,162.1313059501809,13.411200000000001,0.2,2,residential,False
tc_190546624_190546592_0,190546624,190546592,284.29154283100615,13.411200000000001,0.2,2,primary,False
tc_190546624_190546646_0,190546624,190546646,91.36098183903317,13.411200000000001,0.2,2,primary,False
tc_190546624_863280283_0,190546624,863280283,189.73094281394506,13.411200000000001,0.2,2,tertiary,False
tc_190546646_190546624_0,190546646,190546624,91.36098183903317,13.411200000000001,0.2,2,primary,False
tc_190546646_322847838_0,190546646,322847838,299.2527020895059,17.881600000000002,0.2,2,primary,False
tc_190982225_1596955639_0,190982225,1596955639,14.924352483815255,13.411200000000001,0.2,2,primary,False
tc_190982225_190982262_0,190982225,190982262,353.72350807032024,13.411200000000001,0.2,1,residential,False
tc_190982225_75632175_0,190982225,75632175,312.94420709017487,22.352,0.2,2,primary,False
tc_190982262_190982225_0,190982262,190982225,353.72350807032035,13.411200000000001,0.2,1,residential,False
tc_192302049_243978957_0,192302049,243978957,102.8419908275343,8.940800000000001,0.2,2,tertiary,False
tc_192302049_675994144_0,192302049,675994144,31.72659810856001,8.940800000000001,0.2,1,residential,False
tc_192302049_683646462_0,192302049,683646462,29.440462948126093,8.940800000000001,0.2,2,tertiary,False
tc_192302052_243978957_0,192302052,243978957,70.9763224765261,8.940800000000001,0.2,2,tertiary,False
tc_192302052_675994116_0,192302052,675994116,188.73573621910302,8.940800000000001,0.2,1,residential,False
tc_192302052_675994143_0,192302052,675994143,16.615063313530023,8.940800000000001,0.2,2,tertiary,False
tc_192302066_243978956_0,192302066,243978956,31.50929674521619,8.940800000000001,0.2,2,tertiary,False
tc_192302066_675994143_0,192302066,675994143,155.25958909992525,8.940800000000001,0.2,2,tertiary,False
tc_192302066_675994148_0,192302066,675994148,96.65254407494963,8.940800000000001,0.2,1,residential,False
tc_192302096_192649798_0,192302096,192649798,36.579122556410525,8.940800000000001,0.2,2,tertiary,False
tc_192302096_369817343_0,192302096,369817343,45.24407165075261,8.940800000000001,0.2,2,tertiary,False
tc_192302096_863371062_0,192302096,863371062,61.307116624251236,8.940800000000001,0.2,2,tertiary,False
tc_192302099_192649798_0,192302099,192649798,58.92725441731349,8.940800000000001,0.2,2,tertiary,False
tc_192302099_3631529536_0,192302099,3631529536,60.97022915685591,8.940800000000001,0.2,2,tertiary,False
tc_192302099_7843127560_0,192302099,7843127560,43.97964710617565,8.940800000000001,0.2,2,residential,True
tc_192302121_192302145_0,192302121,192302145,209.19214058358406,8.940800000000001,0.2,2,tertiary,False
tc_192302121_7853241886_0,192302121,7853241886,106.50152684196361,8.940800000000001,0.2,2,secondary,False
tc_192302121_863291317_0,192302121,863291317,132.32031506813186,8.940800000000001,0.2,2,secondary,False
tc_192302145_192302121_0,192302145,192302121,209.1921405835841,8.940800000000001,0.2,2,tertiary,False
tc_192302145_270301397_0,192302145,270301397,62.676133200510186,8.940800000000001,0.2,2,tertiary,False
tc_192302145_27538529_0,192302145,27538529,65.13724794650338,8.940800000000001,0.2,2,residential,False
tc_192408446_192408456_0,192408446,192408456,46.784364411399736,13.411200000000001,0.2,1,residential,False
tc_192408446_701192786_0,192408446,701192786,64.42614791330647,13.411200000000001,0.2,1,residential,False
tc_192408446_701192922_0,192408446,701192922,103.38635473804293,13.411200000000001,0.2,1,residential,False
tc_192408456_192408446_0,192408456,192408446,46.784364411399736,13.411200000000001,0.2,1,residential,False
tc_192408456_192408480_0,192408456,192408480,65.83228304887575,13.411200000000001,0.2,1,residential,False
tc_192408456_701192858_0,192408456,701192858,50.19639186759991,13.411200000000001,0.2,1,residential,False
tc_192408480_192408456_0,192408480,192408456,65.83228304887575,13.411200000000001,0.2,1,residential,False
tc_192408480_701194881_0,192408480,701194881,31.738144743367066,13.411200000000001,0.2,1,residential,False
tc_192408480_701194898_0,192408480,701194898,45.60349280581062,13.411200000000001,0.2,1,residential,False
tc_192649798_192302096_0,192649798,192302096,36.579122556410525,8.940800000000001,0.2,2,tertiary,False
tc_192649798_192302099_0,192649798,192302099,58.92725441731349,8.940800000000001,0.2,2,tertiary,False
tc_192649798_192649804_0,192649798,192649804,43.60012644282827,8.940800000000001,0.2,1,residential,False
tc_192649804_192649798_0,192649804,192649798,43.60012644282827,8.940800000000001,0.2,1,residential,False
tc_194539562_194539632_0,194539562,194539632,138.28899655825995,13.411200000000001,0.2,1,residential,False
tc_194539562_243978960_0,194539562,243978960,64.20137446068898,13.411200000000001,0.2,1,residential,False
tc_194539562_701194881_0,194539562,701194881,36.660249660492624,13.411200000000001,0.2,1,residential,False
tc_194539632_194539562_0,194539632,194539562,138.28899655825995,13.411200000000001,0.2,1,residential,False
tc_194539632_194539637_0,194539632,194539637,16.735632679431433,13.411200000000001,0.2,1,residential,False
tc_194539632_194539641_0,194539632,194539641,7.397987753036055,13.411200000000001,0.2,1,residential,False
tc_194539637_194539632_0,194539637,194539632,16.735632679431433,13.411200000000001,0.2,1,residential,False
tc_194539641_194539632_0,194539641,194539632,7.397987753036055,13.411200000000001,0.2,1,residential,False
tc_2119989689_863284431_0,2119989689,863284431,37.11254428459891,8.88888888888889,0.2,1,residential,False
tc_243662941_369817321_0,243662941,369817321,44.891610933201235,13.411200000000001,0.2,2,residential,False
tc_243662941_410182009_0,243662941,410182009,217.15954518538726,8.940800000000001,0.2,2,tertiary,False
tc_243662941_863372585_0,243662941,863372585,217.72995945901013,8.940800000000001,0.2,2,tertiary,False
tc_243662951_373310017_0,243662951,373310017,97.30174148413991,13.411200000000001,0.2,2,tertiary,False
tc_243662951_410182009_0,243662951,410182009,79.29332292563119,8.940800000000001,0.2,2,tertiary,False
tc_243662958_270302325_0,243662958,270302325,45.60027314318591,13.411200000000001,0.2,2,tertiary,False
tc_243662958_384747342_0,243662958,384747342,106.45091579117909,13.411200000000001,0.2,2,tertiary,False
tc_243662958_863303288_0,243662958,863303288,90.82169314978003,13.411200000000001,0.2,1,residential,False
tc_243662961_356714597_0,243662961,356714597,168.90534066194124,13.411200000000001,0.2,2,tertiary,False
tc_243662961_384747342_0,243662961,384747342,44.40808020729371,13.411200000000001,0.2,2,tertiary,False
tc_243662961_863303607_0,243662961,863303607,40.53275959656956,13.411200000000001,0.2,1,residential,False
tc_243662966_27537583_0,243662966,27537583,17.60179886014848,13.411200000000001,0.2,2,primary,True
tc_243662966_701208019_0,243662966,701208019,89.5454437861405,13.411200000000001,0.2,1,residential,False
tc_243663887_701197300_0,243663887,701197300,72.91445262768103,13.411200000000001,0.2,1,residential,False
tc_243663887_701207595_0,243663887,701207595,31.701015485493876,13.411200000000001,0.2,1,residential,False
tc_243663887_701207830_0,243663887,701207830,91.85118218221298,13.411200000000001,0.2,1,residential,False
tc_243978948_1596861584_0,243978948,1596861584,197.37467543366802,8.940800000000001,0.2,1,residential,False
tc_243978948_243978956_0,243978948,243978956,85.31388296373225,8.940800000000001,0.2,2,tertiary,False
tc_243978948_863371062_0,243978948,863371062,251.75593533184886,8.940800000000001,0.2,2,tertiary,False
tc_243978956_1596861575_0,243978956,1596861575,69.46470089399568,8.940800000000001,0.2,1,residential,False
tc_243978956_192302066_0,243978956,192302066,31.50929674521619,8.940800000000001,0.2,2,tertiary,False
tc_243978956_243978948_0,243978956,243978948,85.31388296373225,8.940800000000001,0.2,2,tertiary,False
tc_243978957_192302049_0,243978957,192302049,102.84199082753429,8.940800000000001,0.2,2,tertiary,False
tc_243978957_192302052_0,243978957,192302052,70.9763224765261,8.940800000000001,0.2,2,tertiary,False
tc_243978957_675994145_0,243978957,675994145,31.277928612129447,8.940800000000001,0.2,1,residential,False
tc_243978959_243978960_0,243978959,243978960,12.413345416668255,13.411200000000001,0.2,1,residential,False
tc_243978960_194539562_0,243978960,194539562,64.20137446068898,13.411200000000001,0.2,1,residential,False
tc_243978960_243978959_0,243978960,243978959,12.413345416668255,13.411200000000001,0.2,1,residential,False
tc_243978960_243978962_0,243978960,243978962,9.701276563524171,13.411200000000001,0.2,1,residential,False
tc_243978962_243978960_0,243978962,243978960,9.701276563524171,13.411200000000001,0.2,1,residential,False
tc_246815080_3633027114_0,246815080,3633027114,224.31412801638353,13.411200000000001,0.2,2,secondary,False
tc_246815080_4177041196_0,246815080,4177041196,57.76639686314797,13.411200000000001,0.2,2,secondary,False
tc_246815080_863291625_0,246815080,863291625,19.296036353226715,13.411200000000001,0.2,1,residential,False
tc_270301397_192302145_0,270301397,192302145,62.676133200510186,8.940800000000001,0.2,2,tertiary,False
tc_270301397_27538532_0,270301397,27538532,60.36800237117271,8.940800000000001,0.2,2,residential,False
tc_270301397_863296362_0,270301397,863296362,101.42128767990394,8.940800000000001,0.2,2,tertiary,False
tc_270302325_243662958_0,270302325,243662958,45.60027314318591,13.411200000000001,0.2,2,tertiary,False
tc_270302325_343450940_0,270302325,343450940,279.34405479252473,17.881600000000002,0.2,2,tertiary,False
tc_270302325_363994334_0,270302325,363994334,112.72466529070978,13.411200000000001,0.2,2,tertiary,False
tc_270355622_1596955602_0,270355622,1596955602,93.95835243753444,8.940800000000001,0.2,1,residential,False
tc_270355622_357452771_0,270355622,357452771,31.950958014365128,8.940800000000001,0.2,1,residential,False
tc_270355622_711403226_0,270355622,711403226,93.54198560526527,8.940800000000001,0.2,1,residential,False
tc_270355627_1596955568_0,270355627,1596955568,26.85517468484373,8.940800000000001,0.2,1,residential,False
tc_270355627_1596955602_0,270355627,1596955602,204.77088360770682,8.940800000000001,0.2,1,residential,False
tc_270355627_863400719_0,270355627,863400719,37.74580595619831,8.940800000000001,0.2,1,residential,False
tc_270356301_270356304_0,270356301,270356304,171.60655137767503,8.940800000000001,0.2,1,residential,False
tc_270356301_6576853833_0,270356301,6576853833,277.12948863813165,8.940800000000001,0.2,1,residential,False
tc_270356301_6576853836_0,270356301,6576853836,89.47518394806232,8.940800000000001,0.2,2,residential,False
tc_270356304_270356301_0,270356304,270356301,171.606551377675,8.940800000000001,0.2,1,residential,False
tc_270356304_360026757_0,270356304,360026757,218.43835923578743,13.411200000000001,0.2,1,residential,False
tc_270356304_7552023854_0,270356304,7552023854,99.40427519489664,13.411200000000001,0.2,1,residential,False
tc_270356309_363994346_0,270356309,363994346,112.42843698901277,13.411200000000001,0.2,2,tertiary,False
tc_270356309_366568174_0,270356309,366568174,305.01115314759215,13.411200000000001,0.2,2,tertiary,False
tc_270356309_691475165_0,270356309,691475165,52.40857454626527,13.411200000000001,0.2,2,residential,False
tc_270359880_270360128_0,270359880,270360128,23.82157561655673,8.940800000000001,0.2,1,residential,False
tc_270359880_6576853833_0,270359880,6576853833,59.596360967533045,8.940800000000001,0.2,1,residential,False
tc_270359880_863362246_0,270359880,863362246,27.70413459806922,8.940800000000001,0.2,1,residential,False
tc_270360128_270359880_0,270360128,270359880,23.821575616556732,8.940800000000001,0.2,1,residential,False
tc_270360128_379805138_0,270360128,379805138,86.8164816984859,8.940800000000001,0.2,1,residential,False
tc_270360130_27537610_0,270360130,27537610,90.21152033385796,8.940800000000001,0.2,2,primary,False
tc_270360130_379805138_0,270360130,379805138,40.078930703489426,8.940800000000001,0.2,1,residential,False
tc_270360130_379805141_0,270360130,379805141,25.87554451448067,8.940800000000001,0.2,2,primary,False
tc_270786808_27537610_0,270786808,27537610,83.88500731706125,8.940800000000001,0.2,2,primary,False
tc_270786808_3633343332_0,270786808,3633343332,297.8217064828612,8.940800000000001,0.2,2,primary,False
tc_270786808_863346017_0,270786808,863346017,125.76109875467715,8.940800000000001,0.2,1,residential,False
tc_27537583_27537584_0,27537583,27537584,18.051817858157634,13.411200000000001,0.2,2,primary,True
tc_27537584_27537585_0,27537584,27537585,16.487080141143434,13.411200000000001,0.2,2,primary,True
tc_27537584_687142645_0,27537584,687142645,212.26731597858435,13.411200000000001,0.2,2,secondary,False
tc_27537585_243662966_0,27537585,243662966,18.71513166589421,13.411200000000001,0.2,2,primary,True
tc_27537585_8409091203_0,27537585,8409091203,416.7548564926964,13.411200000000001,0.2,2,primary,False
tc_27537608_27537609_0,27537608,27537609,65.50540887189247,8.940800000000001,0.2,2,primary,False
tc_27537608_7896352527_0,27537608,7896352527,24.26112103203228,8.940800000000001,0.2,2,primary,True
tc_27537608_863354313_0,27537608,863354313,163.3845492332497,8.940800000000001,0.2,1,residential,False
tc_27537609_27537608_0,27537609,27537608,65.50540887189247,8.940800000000001,0.2,2,primary,False
tc_27537609_27537610_0,27537609,27537610,42.83158218679041,8.940800000000001,0.2,2,primary,False
tc_27537609_3631529536_0,27537609,3631529536,71.90051593693022,8.940800000000001,0.2,2,tertiary,False
tc_27537610_270360130_0,27537610,270360130,90.21152033385796,8.940800000000001,0.2,2,primary,False
tc_27537610_270786808_0,27537610,270786808,83.88500731706125,8.940800000000001,0.2,2,primary,False
tc_27537610_27537609_0,27537610,27537609,42.83158218679041,8.940800000000001,0.2,2,primary,False
tc_27537612_324285229_0,27537612,324285229,106.91733272224727,8.940800000000001,0.2,2,primary,False
tc_27537612_379805141_0,27537612,379805141,75.98237004624345,8.940800000000001,0.2,2,primary,False
tc_27537612_863362246_0,27537612,863362246,121.06325597331099,8.940800000000001,0.2,1,residential,True
tc_27537620_27537624_0,27537620,27537624,208.56513223711642,8.940800000000001,0.2,2,primary,False
tc_27537620_7521619353_0,27537620,7521619353,57.41172577872781,8.940800000000001,0.2,1,unclassified,False
tc_27537620_7521619356_0,27537620,7521619356,37.34625397998688,8.940800000000001,0.2,2,primary,False
tc_27537624_1245017210_0,27537624,1245017210,34.68975706103995,8.940800000000001,0.2,1,primary,True
tc_27537624_27537620_0,27537624,27537620,208.5651322371164,8.940800000000001,0.2,2,primary,False
tc_27538528_27538529_0,27538528,27538529,27.200004031183028,8.940800000000001,0.2,1,residential,False
tc_27538529_192302145_0,27538529,192302145,65.13724794650338,8.940800000000001,0.2,2,residential,False
tc_27538529_27538528_0,27538529,27538528,27.200004031183028,8.940800000000001,0.2,1,residential,False
tc_27538529_27538532_0,27538529,27538532,46.68554379312521,8.940800000000001,0.2,2,residential,False
tc_27538532_270301397_0,27538532,270301397,60.36800237117271,8.940800000000001,0.2,2,residential,False
tc_27538532_27538529_0,27538532,27538529,46.68554379312521,8.940800000000001,0.2,2,residential,False
tc_27538532_6576853836_0,27538532,6576853836,191.54820781483593,8.940800000000001,0.2,2,residential,False
tc_3062774875_382400493_0,3062774875,382400493,39.1785768107074,8.940800000000001,0.2,1,residential,False
tc_3063665400_863388430_0,3063665400,863388430,7.572655493333232,13.411200000000001,0.2,1,residential,False
tc_3063665401_863387616_0,3063665401,863387616,131.6788108347711,13.411200000000001,0.2,1,residential,False
tc_3200728288_356714616_0,3200728288,356714616,59.886572510032764,13.411200000000001,0.2,1,residential,False
tc_3200728292_863303288_0,3200728292,863303288,10.277821951312282,13.411200000000001,0.2,1,residential,False
tc_3200728294_863303288_0,3200728294,863303288,10.371686907496482,13.411200000000001,0.2,1,residential,False
tc_3200728303_3200728304_0,3200728303,3200728304,16.658078922810038,13.411200000000001,0.2,1,residential,False
tc_3200728303_3200728305_0,3200728303,3200728305,9.485332863097783,13.411200000000001,0.2,1,residential,False
tc_3200728303_356714602_0,3200728303,356714602,69.60402021999026,13.411200000000001,0.2,1,residential,False
tc_3200728304_3200728303_0,3200728304,3200728303,16.658078922810038,13.411200000000001,0.2,1,residential,False
tc_3200728305_3200728303_0,3200728305,3200728303,9.485332863097783,13.411200000000001,0.2,1,residential,False
tc_3200728316_1051498106_0,3200728316,1051498106,10.785654199364071,13.411200000000001,0.2,1,residential,False
tc_3200728316_1051503017_0,3200728316,1051503017,8.058628710395913,13.411200000000001,0.2,1,residential,False
tc_3200728316_863303607_0,3200728316,863303607,36.159472548551804,13.411200000000001,0.2,1,residential,False
tc_322847838_190546646_0,322847838,190546646,299.2527020895059,17.881600000000002,0.2,2,primary,False
tc_322847838_324283197_0,322847838,324283197,129.96868548419164,17.881600000000002,0.2,2,primary,False
tc_324265802_863280283_0,324265802,863280283,33.91159473768392,13.411200000000001,0.2,2,tertiary,False
tc_324265802_863280284_0,324265802,863280284,34.862120939438874,13.411200000000001,0.2,2,tertiary,False
tc_324265802_863280951_0,324265802,863280951,103.58970019278277,13.411200000000001,0.2,1,residential,False
tc_324265803_324265804_0,324265803,324265804,31.493070873394924,13.411200000000001,0.2,2,tertiary,False
tc_324265803_863280284_0,324265803,863280284,30.64635238626666,13.411200000000001,0.2,2,tertiary,False
